,has_organizationID,has_name,has_description,has_organizationType,has_category,has_hashtag,has_administrator,has_logo,has_foundationYear,has_fiscalCode,has_latitude,has_longitude,has_contactPoint
51,org_27286,Amnesty International - Gruppo Italia 150,"Amnesty è un'organizzazione non governativa. La sua missione è prevenire, denunciare e far cessare abusi e violazioni dei diritti umani. A tale scopo il gruppo principalmente: organizza o partecipa ad eventi pubblici con tavolini di raccolta firme e distribuzione di materiale informativo; organizza conferenze, dibattiti, interventi presso le scuole; organizza o partecipa a spettacoli musicali, teatrali o altro ai fini di dare visibilita' all'associazione e raccogliere firme.",,"Volontariato e solidarietà
Assistenza",,,/var/comunetn/storage/images/citta/servizi/associazioni/amnesty-international-gruppo-italia-150/5660785-2-ita-IT/Amnesty-International-Gruppo-Italia-150.jpg,2008-01-01,,46.074779,11.121749,cp_4379930844
52,org_168,ANA - Associazione Nazionale Alpini -  Sezione di Trento,"Attività di promozione sociale in favore degli associati, divulgazione dei valori alpini e promozione del volontariato.",,"Volontariato e solidarietà
Assistenza",,,/var/comunetn/storage/images/citta/servizi/associazioni/ana-associazione-nazionale-alpini-sezione-di-trento/5660827-2-ita-IT/ANA-Associazione-Nazionale-Alpini-Sezione-di-Trento.jpg,2008-01-01,,46.074779,11.121749,cp_5045158889
53,org_190,ANFFAS Trentino  onlus,"Anffas Trentino onlus è una associazione di famiglie operante nel privato sociale che promuove il benessere della persona con disabilità intellettiva e relazionale e della sua famiglia. Fornisce attività riabilitative, educative ed abilitative finalizzate all'assistenza e alla formazione, svolte in apposite strutture, differenziate in base a bisogni ed età, allo scopo di favorirne l'inclusione sociale e diffondere una reale cultura di accettazione della diversità ",,"Volontariato e solidarietà
Assistenza",,,/var/comunetn/storage/images/citta/servizi/associazioni/anffas-trentino-onlus/5661268-2-ita-IT/ANFFAS-Trentino-onlus.jpg,2008-01-01,,46.074779,11.121749,cp_2294333494
54,org_205,ANT - Amici della Neonatologia Trentina - onlus,,,"Volontariato e solidarietà
Cooperazione","neonato,famiglia,famiglie",,/var/comunetn/storage/images/citta/servizi/associazioni/ant-amici-della-neonatologia-trentina-onlus/5661541-4-ita-IT/ANT-Amici-della-Neonatologia-Trentina-onlus.jpg,2008-01-01,,46.074779,11.121749,cp_5951795882
55,org_57,Associazione Famiglie Tossicodipendenti onlus,"
L'AFT Onlus è stata costituita nel 1981. Scopo prioritario è quello di offrire accoglienza, sostegno a persone affette da patologie tossicomaniche e più in generale di dipendenza e di accoglienza di famiglie offrendosi come punto di riferimento, ascolto, sostegno e di condivisione sul problema della dipendenza. 
Attualmente lavora su tre Aree di intervento:
- area ragazzi
- area appartamenti - area genitori",,"Volontariato e solidarietà
Assistenza",,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-famiglie-tossicodipendenti-onlus/5658895-2-ita-IT/Associazione-Famiglie-Tossicodipendenti-onlus.jpg,1981-01-01,,46.074779,11.121749,cp_3485213814
56,org_831,CONI - Comitato Olimpico Nazionale Italiano (Comitato Provinciale di Trento),,,Sport,,pr_52647,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/coni-comitato-olimpico-nazionale-italiano-comitato-provinciale-di-trento/5672881-2-ita-IT/CONI-Comitato-Olimpico-Nazionale-Italiano-Comitato-Provinciale-di-Trento.jpg,2008-01-01,,46.045634,46.045634,cp_1038689046
57,org_94117,Cooperativa La Rete,"La Rete opera per migliorare il benessere e la qualità della vita delle persone con disabilità e del loro nucleo famigliare.Tale scopo viene perseguito attraverso l'organizzazione di servizi diversificati rivolti alle persone con disabilità ed alle loro famiglie.Promuove inoltre una cultura di inclusione sociale delle persone con disabilità organizzando azioni di informazione, sensibilizzazione e coinvolgimento della Comunità attraverso la promozione del volontariato.",,"Volontariato e solidarietà
Assistenza","handicap,disabilità,famiglia,famiglie,disabile,disabili",pr_51386,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/cooperativa-la-rete/5674141-4-ita-IT/Cooperativa-La-Rete.jpg,2008-01-01,,46.074779,11.121749,cp_8340281741
58,org_973,CSI - Centro Sportivo Italiano,Csi- Comitato Provinciale di Trento,,Sport,,pr_73748,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/csi-centro-sportivo-italiano/5674981-5-ita-IT/CSI-Centro-Sportivo-Italiano.png,2008-01-01,,46.063641,46.063641,cp_7316354162
59,org_989,Centro Universitario Sportivo Trento A.S.D. - C.U.S. Trento A.S.D.,"Il Centro Universitario Sportivo di Trento è un'Associazione Sportiva Dilettantistica che realizza le finalità istituzionali proprie del C.U.S.I., cui aderisce, e attraverso il quale l'Università degli Studi di Trento promuove anche economicamente le attività sportive degli studenti universitari.Per il raggiungimento di tali obiettivi il C.U.S. Trento favorisce l'apprendimento e la diffusione di tutte le discipline sportive di interesse universitario; promuove sezioni agonistiche favorendo l'inserimento di studenti universitari in manifestazioni, tornei o campionati organizzati dalle federazioni nazionali riconosciute dal C.O.N.I.; organizza manifestazioni sportive a carattere agonistico e/o ricreativo; mette a disposizione le proprie strutture per lo sviluppo dell'attività sportiva universitaria di base ed agonistica; offre agevolazioni economiche per l'utilizzo di impianti sportivi gestiti da altri enti o soggetti operanti nel settore.L'attività del C.U.S. Trento si articola in diversi livelli: dall'organizzazione di corsi e tornei, alla possibilità di usufruire dei centri tecnici del C.U.S., alla collaborazione con diverse società esterne quali palestre o impianti sciistici, ad altre attività ancora, quali le competizioni ludico-sportive che coinvolgono l'intero Ateneo o le settimane per ragazzi organizzate nel corso dell'estate.L'attività agonistica si divide fra la partecipazione ai CNU (Campionati Nazionali Universitari), rigorosamente riservata agli studenti universitari, e quella ai tornei organizzati dalle Federazioni sportive.Le nostre squadre agonistiche sono le seguenti: baseball, basket, calcio a 5, sci alpino, tennis, triathlon e vela altura.",,Sport,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/centro-universitario-sportivo-trento-a.s.d.-c.u.s.-trento-a.s.d/5675233-2-ita-IT/Centro-Universitario-Sportivo-Trento-A.S.D.-C.U.S.-Trento-A.S.D.png,2008-01-01,,46.066418,46.066418,cp_8578867381
60,org_64039,Associazione Diagonal,Diagonal,,"Scienze sociali
Formazione ed educazione",,pr_45501,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-diagonal/5675506-3-ita-IT/Associazione-Diagonal.jpg,2008-01-01,,46.074779,11.121749,cp_3007436298
61,org_1014,A.S.D. Minibasket Trento,"A.S.D. Minibasket Trento è nata nel 2008, modificando la denominazione e subentrando così alla società Dolomiti Basket Club Trento, storico sodalizio del capoluogo, fondata nel 1965.Tale scelta nasceva dall'esigenza di distinguere i settori di attività, considerato il notevole sviluppo dell'Aquila Basket Trento nata nel 1996, anche su iniziativa del Dolomiti Basket Club Trento e del suo storico Presidente Gianni Brisinelli: fu così deciso che la nuova società si occupasse specificatamente dello sviluppo e della diffusione del minibasket (fascia di età 5 &ndash; 11 anni) e del delicato passaggio al settore giovanile, gestito invece direttamente da Aquila Basket.La società attualmente gestisce più Centri MB in ambito comunale e non solo, collaborando con tutte le altre società trentine e regionali nella promozione della pallacanestro sul territorio ed all'interno delle scuole elementari.L'associazione si occupa di pallacanestro come attività non agonistica e si rivolge ai bambini che intendono avvicinarsi a questo sport.",,"Sport
Pallacanestro",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-minibasket-trento/5675653-2-ita-IT/A.S.D.-Minibasket-Trento.png,2008-01-01,,46.056226,46.056226,cp_2155350711
62,org_740,Associazione Colonia Alpina di Gardolo, ,,"Scienze sociali
Formazione ed educazione",colonia,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-colonia-alpina-di-gardolo/5671264-3-ita-IT/Associazione-Colonia-Alpina-di-Gardolo.jpg,2008-01-01,,46.074779,11.121749,cp_8867059768
63,org_1075,"FAI - Famiglia, Anziani, Infanzia - Cooperativa Sociale","FAI è una cooperativa sociale di tipo A che dal 1983 offre sul territorio del Comune di Trento diversi e qualificati servizi di cura e di assistenza alla persona rivolti ad adulti ed anziani, anche non del tutto autosufficienti e a rischio di emarginazione migliorandone complessivamente la qualità di vita ed il benessere psicofisico.",,"Volontariato e solidarietà
Assistenza",,pr_55274,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/fai-famiglia-anziani-infanzia-cooperativa-sociale/5676640-2-ita-IT/FAI-Famiglia-Anziani-Infanzia-Cooperativa-Sociale.jpg,1983-01-01,,46.053661,46.053661,cp_7662889877
64,org_1087,Associazione Nazionale Famiglie Numerose,"Vogliamo promuovere e salvaguardare i diritti delle famiglie numerose, sostenere la partecipazione attiva e responsabile delle famiglie alla vita culturale, sociale, politica alle iniziative di promozione umana e dei servizi alla persona.Vogliamo promuovere adeguate politiche familiari che tutelino e sostengano le funzioni della famiglia e dei suoi diritti, come riconoscimento del ruolo sociale, educativo e formativo che questa svolge per la società.",,"Volontariato e solidarietà
Assistenza","famiglia,famiglie",,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-nazionale-famiglie-numerose/5676892-3-ita-IT/Associazione-Nazionale-Famiglie-Numerose.jpg,2008-01-01,,46.734096,11.288801,cp_7324232147
65,org_48188,Associazione culturale Fatefaville , Fatefaville,,Musica,,pr_98500,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-culturale-fatefaville/5677081-2-ita-IT/Associazione-culturale-Fatefaville.jpg,2008-01-01,,46.074779,11.121749,cp_8485117937
66,org_1100,FCI - Federazione Ciclistica Italiana - Comitato Trentino,,,Sport,,pr_56672,,2008-01-01,,46.046941,46.046941,cp_2994202740
67,org_1101,FCrI -  Federazione Cricket Italiana,,,"Sport
Cricket",,pr_84361,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fcri-federazione-cricket-italiana/5677123-3-ita-IT/FCrI-Federazione-Cricket-Italiana.png,2008-01-01,,46.045634,46.045634,cp_7477873848
68,org_1142,FGI - Federazione Ginnastica d'Italia,,,"Sport
Ginnastica",,pr_52785,,2008-01-01,,46.065076,46.065076,cp_1211760123
69,org_1143,FIAB - Amici della Bicicletta,,,"Sport
Ciclismo",,,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fiab-amici-della-bicicletta/5677900-6-ita-IT/FIAB-Amici-della-Bicicletta.png,2008-01-01,,46.06537,46.06537,cp_7523462082
70,org_1149,FIB - Federazione Italiana Bocce,,,"Sport
Bocce",,pr_60374,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fib-federazione-italiana-bocce/5678005-5-ita-IT/FIB-Federazione-Italiana-Bocce.png,2008-01-01,,46.046941,46.046941,cp_6997119908
71,org_1150,FIBA - Federazione Italiana Badminton,,,"Sport
Badminton",,pr_48326,,2008-01-01,,46.20966,46.20966,cp_5756097784
72,org_1154,FICR - Federazione Italiana Cronometristi,,,Sport,,pr_18284,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/ficr-federazione-italiana-cronometristi/5678110-2-ita-IT/FICR-Federazione-Italiana-Cronometristi.gif,2008-01-01,,46.046941,46.046941,cp_7484585768
73,org_1158,FIDAL - Federazione Italiana Atletica Leggera,,,"Sport
Atletica leggera",,pr_48341,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fidal-federazione-italiana-atletica-leggera/5678194-5-ita-IT/FIDAL-Federazione-Italiana-Atletica-Leggera.png,2008-01-01,,46.046941,46.046941,cp_5733634779
74,org_1163,FIGB - Federazione Italiana Gioco Bridge,,,Sport,,pr_82871,,2008-01-01,,46.058225,46.058225,cp_6535000945
75,org_1164,FIGC - Federazione Italiana Gioco Calcio  (Sezione Provinciale),,,"Sport
Calcio",,pr_19781,,2008-01-01,,46.095415,46.095415,cp_5156102094
76,org_1166,FIGH - Federazione Italiana Gioco Handball,,,"Sport
Pallamano",,pr_66041,,2008-01-01,,46.045634,46.045634,cp_6490337623
77,org_1189,FIN - Federazione Italiana Nuoto,,,"Sport
Nuoto",,pr_67617,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fin-federazione-italiana-nuoto/5678635-7-ita-IT/FIN-Federazione-Italiana-Nuoto.png,2008-01-01,,46.045634,46.045634,cp_2003401116
78,org_1192,FIP - Federazione Italiana Pallacanestro,,,"Sport
Pallacanestro",,pr_13071,,2008-01-01,,46.045634,46.045634,cp_9983166509
79,org_1194,FIPAV - Federazione Italiana Pallavolo,,,"Sport
Pallavolo",,pr_20819,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipav-federazione-italiana-pallavolo/5678740-3-ita-IT/FIPAV-Federazione-Italiana-Pallavolo.jpg,2008-01-01,,46.046941,46.046941,cp_8786754111
80,org_1195,FIPSAS - Federazione Italiana Pesca Sportiva ed Attività Subacquee,,,"Sport
Pesca sportiva",,pr_93971,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fipsas-federazione-italiana-pesca-sportiva-ed-attivita-subacquee/5678761-2-ita-IT/FIPSAS-Federazione-Italiana-Pesca-Sportiva-ed-Attivita-Subacquee.png,2008-01-01,,46.046941,46.046941,cp_8376140765
81,org_1196,FIPT - Federazione Italiana Pallatamburello,,,Sport,,pr_73581,,2008-01-01,,46.065119,46.065119,cp_7927559298
82,org_1202,FISE - Federazione Italiana Sport Equestri - Comitato Trentino,,,"Sport
Equitazione",,pr_8290,,2008-01-01,,46.045634,46.045634,cp_2833563731
83,org_1203,FISG - Federazione Italiana Sport Ghiaccio,,,"Sport
Hockey e pattinaggio",,pr_3456,,2008-01-01,,46.046941,46.046941,cp_4229269814
84,org_1204,FISI - Federazione Italiana Sport Invernali,,,"Sport
Discipline alpine",,pr_26791,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fisi-federazione-italiana-sport-invernali/5678929-3-ita-IT/FISI-Federazione-Italiana-Sport-Invernali.png,2008-01-01,,46.046941,46.046941,cp_2837441277
85,org_1205,FISN - Federazione Italiana Sci Nautico,,,"Sport
Discipline nautiche",,pr_26866,,2008-01-01,,46.061578,46.061578,cp_2839888439
86,org_1206,FISO - Federazione Italiana Sport  Orientamento,,,"Sport
Orienteering",,,,2008-01-01,,46.046941,46.046941,cp_1658583774
87,org_1209,FIT - Federazione Italiana Tennis,,,"Sport
Tennis e tennis tavolo",,pr_36090,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fit-federazione-italiana-tennis/5679034-3-ita-IT/FIT-Federazione-Italiana-Tennis.png,2008-01-01,,46.046941,46.046941,cp_9230917731
88,org_1211,FIT Arco - Federazione Italiana Tiro con l'Arco,,,"Sport
Tiro con l'arco",,pr_49462,,2008-01-01,,46.045634,46.045634,cp_4358486024
89,org_1215,FITr - Federazione Triathlon,"Discipline: triathlon, duathlon, winter triathlon, aquathlon",,Sport,,pr_16961,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/fitr-federazione-triathlon/5679160-3-ita-IT/FITr-Federazione-Triathlon.jpg,2008-01-01,,46.046941,46.046941,cp_3647112653
90,org_1216,FIV - Federazione Italiana Vela,,,Sport,,pr_99237,,2008-01-01,,46.074779,11.121749,cp_9744550991
91,org_1257,FPI - Federazione Pugilistica Italiana,"
Corso Verona 63/b, RoveretoSport",,,,pr_12942,,2008-01-01,,46.734096,11.288801,cp_8105266496
92,org_1979,Associazione Tridentina per la Cremazione - So.Crem.,SOCREM,,"Volontariato e solidarietà
Assistenza",,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-tridentina-per-la-cremazione-so.crem/5693104-3-ita-IT/Associazione-Tridentina-per-la-Cremazione-So.Crem.jpg,2008-01-01,,46.074779,11.121749,cp_1557356243
93,org_2061,Trentino Cricket Club,"Il Trentino Cricket Club è l'unica società attiva di cricket del Trentino. E' stata fondata nel 1992 e inizialmente ha partecipato alla Serie B. Dal 1997 partecipa alla massima serie italiana, in cui ha raggiunto un terzo posto nel 1997 e un secondo nel 2000. Ha inoltre vinto la Coppa Italia del 2000. Nel 2005 ha vinto il campionato nazionale Under 15 e nel 2010 ha vinto il campionato nazionale Under 19. Nel 2011 il Trentino CC è riuscito a conquistare lo scudetto battendo i campioni in carica del Pianoro. Nel 2012 la formazione degli aquilotti si è ripetuta nell'impresa portandosi a casa anche il secondo scudetto consecutivo.Il cricket è uno sport di squadra giocato fra due gruppi di undici giocatori ciascuno. Scopo del gioco è quello di mettere a segno più punti possibile e di non farsi eliminare quando si è in battuta, e viceversa di non far segnare punti e di eliminare i battitori avversari quando si è al lancio. Per vincere, è necessario dopo lo scambio dei ruoli, segnare un punto in più rispetto all'altra squadra se si è in battuta oppure eliminare tutti gli avversari se si è al lancio. I punti si totalizzano correndo tra i due estremi del pitch oppure colpendo la pallina per un fuori campo da sei punti (pallina vola fuori dal campo) oppure da quattro punti (pallina rimbalza in campo ed esce). Per le eliminazioni invece il lanciatore deve colpire i paletti difesi dal battitore oppure prendere al volo una palla colpita dal battitore. Per capire meglio le dinamiche del gioco bisogna però vedere un'azione di gioco dal vivo! Vi aspettiamo al campo Ghiaie di Trento!",,"Sport
Cricket",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/trentino-cricket-club/5694469-3-ita-IT/Trentino-Cricket-Club.png,1992-01-01,,46.065119,46.065119,cp_2264264305
94,org_2068,Associazione Dilettantistica Trento Orienteering,"L'Orienteering è uno sport nato nei paesi scandinavi ai primi del ""900 e giunto in Italia dopo il 1950. E' chiamato da alcuni ""corsa intelligente"", in quanto impegna fisico e mente e il vincitore non è solo chi corre più velocemente, ma chi ha avuto la capacità di scegliere il tragitto più breve o più adatto alle proprie prestazioni. All'atleta sono richieste dunque velocità, agilità e, soprattutto, una grande abilità nel leggere e interpretare la mappa. La gara consiste nel transitare nel minor tempo per una serie di punti di controllo posti sul terreno, identificati dalle caratteristiche ""lanterne"" bianco-arancione; gli stessi punti sono numerati e segnati su una carta topografica consegnata alla partenza. A ogni lanterna si effettua una ""punzonatura"" per dimostrare di esservi passati. L'Orienteering si sviluppa in 4 diverse discipline, che consentono di praticarlo in ogni stagione: CO (Corsa Orientamento), MTB-O (Mountain Bike-Orientamento), SCI-O (Sci-Orientamento) e TRAIL-O (Orient. di precisione).L'Associazione Dilettantistica Trento Orienteering, comunemente nota come Trent-O, è stata fondata nel 2004 e da allora ha registrato una crescita esponenziale che l'ha portata a dotarsi molto rapidamente di una struttura efficiente dal punto di vista gestionale e organizzativo, risultando oggi tra le primissime associazioni in Italia per numero di soci e per risultati sportivi. La Società è molto apprezzata nel movimento sportivo, grazie alla perfetta organizzazione di alcune competizioni di rilevanza nazionale, ed è oggi una delle realtà più attive e vivaci del panorama nazionale.",,"Sport
Orienteering",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-dilettantistica-trento-orienteering/5694616-2-ita-IT/Associazione-Dilettantistica-Trento-Orienteering.png,2008-01-01,,45.99537,45.99537,cp_2179591951
95,org_2104,Uisp - Unione italiana sport per tutti,"Si occupa di promuovere lo sport a tutti i livelli, senza limitazioni o distinzioni di età, condizione fisica e abilità. Si fonda sul concetto chiave di ""sportpertutti"", uno sport cioè che sia prima di tutto pratica sociale e diritto di cittadinanza, che racchiuda un alto valore sociale, culturale, umano, e che metta al centro le relazioni tra persone, la corporeità l'attività motoria, la frequentazione di tecniche dolci, il rispetto di regole condivise, la competizione amichevole, la libertà. Il Comitato di Trento si pone come un organismo di servizio e di supporto nei riguardi delle associazioni ad esso affiliate consulenza fiscale, amministrativa, gestionale, assicurativa oltre che come organo di rappresentanza della Uisp nazionale e dei valori dello sportpertutti, per cui compie attività di tipo promozionale e comunicazionale (partecipazione a fiere ed eventi, organizzazione di manifestazioni, redazione di un giornalino sociale e di una newsletter informatica, ecc) Infine, la Uisp partecipa a numerosi progetti con e per importanti enti locali e si occupa direttamente della formazione delle proprie risorse umane.",,Sport,,pr_30648,/var/comunetn/storage/images/aree-tematiche/sport/federazioni/uisp-unione-italiana-sport-per-tutti/5695288-4-ita-IT/UISP-Unione-Italiana-Sport-per-Tutti.png,2008-01-01,,46.065469,46.065469,cp_9907629019
96,org_1831,Associazione Prodigio onlus, ,,"Volontariato e solidarietà
Assistenza",handicap,,/var/comunetn/storage/images/citta/servizi/associazioni/associazione-prodigio-onlus/5690227-2-ita-IT/Associazione-Prodigio-onlus.png,1999-01-01,,46.074779,11.121749,cp_2282821875
97,org_1855,Punto Famiglie - Ascolto e promozione,"Punto Famiglie–ascolto e promozione è uno spazio a disposizione di singoli, coppie, genitori e famiglie del Comune di Trento che propone opportunità di incontro, confronto e sostegno nei cambiamenti e nelle sfide relazionali ed educative della vita quotidiana. Offre la possibilità di colloqui e percorsi di accompagnamento; promuove spazi di incontro, proposte formative, di relazione e condivisione. E’ promosso dal Servizio Attività Sociali del Comune di Trento e gestito dall’ 						
					                Associazione A.M.A. - Auto Mutuo Aiuto
    
.",,"Scienze sociali
Formazione ed educazione
Psicologia e pedagogia
Volontariato e solidarietà","famiglia,famiglie",,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/punto-famiglie-ascolto-e-promozione/5690689-2-ita-IT/Punto-Famiglie-Ascolto-e-promozione.jpg,2008-01-01,,46.074779,11.121749,cp_5216612640
98,org_34358,Roma Club Trentino,Roma Club,,Intrattenimento - tempo libero,,pr_66606,,1995-01-01,,46.074779,11.121749,cp_4261378259
99,org_1909,Associazione Sportiva Dilettantistica Sci Nautico Trento,"L'Associazione è attiva durante l'anno da aprile ad ottobre. Organizza settimane promozionali per giovani e ragazzi disabili. Il Club mette a disposizione tutta l'attrezzatura necessaria per questo sport e un allenatore federale. La sede nautica dell'Associazione si trova al lago di Caldonazzo (Via Lungolago - Tenna).Eccezionali i risultati ottenuti dagli atleti: THOMAS DEGASPERI, campione del mondo in carica e vincitore di diverse gare coppa del mondo; CHRISTIAN LANTHALER vicecampione del mondo 2013; CARLOTTA LA GANGA, due medaglie d'oro ai campionati italiani di categoria.DISCIPLINA SPORTIVA. SCI NAUTICO. La pratica di questo sport consente alla persona di mettere in movimento gran parte del proprio corpo, creando così il presupposto per un'attività fisico-motoria completa. Per gli atleti è necessaria una notevole preparazione fisica.",,"Sport
Discipline nautiche",,,,2013-01-01,,46.061578,46.061578,cp_8091508830
100,org_2135,Associazione Calcio Femminile Trento Clarentia,"L'Associazione Clarentia è nata nel 1976 con sede in via Gramsci a Trento e aveva tre discipline (atletica, palla a volo e calcio).Divisasi nell'anno 1990, è rimasta solo la disciplina del calcio con sede in via Bettini 13 Maso Coleva.Nel 1995 nasce l'associazione calcio femminile. Nel 2012 il cambio di denominazione in Asd Acf TRENTO Clarentia. L'associazione Clarentia si occupa da anni dello sviluppo e della promozione dell'educazione giovanile attraverso lo sport con la partecipazione ai campionati della FIGC nelle varie categorie esordienti, giovanissimi, serie C regionale, serie B e serie A2 nazionale.La società ha centrato la propria attenzione in particolare verso il mondo femminile, con l'obiettivo di favorirne la crescita morale, educativa attraverso lo sport.Ultime stagioni:STAGIONE 2012-2013 partecipazione al campionato di Serie A2 NazionaleSTAGIONE 2011-2012 VINCITRICE CAMPIONATO REGIONALE SERIE CSTAGIONE 2010-2011 VINCITRICE CAMPIONATO REGIONALE SERIE C - VINCITRICE COPPA REGIONE
-VINCITRICE COPPA PROVINCIA - 2^ classificata TORNEO INTERNAZIONALE DELLA PACE La stagione sportiva 2013/2014 della disciplina Calcio Femminile prevede la partecipazione ai seguenti campionati:- Serie C regionale - Giovanissimi provinciali (atlete dai 12 ai 16 anni).",,"Sport
Calcio",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-calcio-femminile-trento-clarentia/5695834-2-ita-IT/Associazione-Calcio-Femminile-Trento-Clarentia.jpg,1976-01-01,,46.041316,46.041316,cp_9760373935
101,org_2208,Yomoyamabanashi - 4 Ciacere,"L'Associazione culturale Yomoyamabanashi – 4 ciacere 四方山話è la prima associazione a nascere in Trentino come strumento di integrazione culturale italogiapponese. Attività dell'associazione: corsi di lingua, corsi di cucina, proiezioni cinematografiche, partecipazione ad eventi culturali e artistici, organizzazione di incontri/dibattiti, promozione della cultura giapponese in Trentino, supporto/consulenza a stranieri giapponesi che vivono a Trento e dintorni.",,"Scienze sociali
Cultura dei popoli",giappone,pr_19165,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/yomoyamabanashi-4-ciacere/5697262-5-ita-IT/Yomoyamabanashi-4-Ciacere.png,2008-01-01,,46.055365,46.055365,cp_7250390615
102,org_2265,Associazione Sportiva Dilettantistica Black Angels,"L'A.S.D. Black Angels ha come proprio scopo la promozione e la valorizzazione della disciplina sportiva della pallavolo.L'associazione nasce nell'estate del 2006 per volontà di un gruppo di amici che amano la pallavolo e vogliono condividere la loro passione con altri ragazzi e ragazze, dando a tutti la possibilità di confrontarsi con altre squadre a livello amatoriale. La squadra partecipa, fin dalla sua fondazione, al campionato UISP e successivamente al campionato organizzato dal CSI, ottenendo negli anni buoni risultati (ad. es. la promozione nel campionato di eccellenza nella stagione 2011/2013).L'associazione è sempre pronta ad accogliere persone volenterose e con una minima esperienza nel gioco della pallavolo per condividere insieme questa splendida passione.",,"Sport
Pallavolo",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-sportiva-dilettantistica-black-angels/5698207-2-ita-IT/Associazione-Sportiva-Dilettantistica-Black-Angels.jpg,2006-01-01,,46.04059,46.04059,cp_3284177194
103,org_2273,Smile Sport Academy - Società Sportiva dilettantistica,"La Smile Sports Academy S.r.l. è una società sportiva dilettantistica di Trento che da 10 anni promuove la ginnastica artistica e ritmica nel Trentino. Nata nel 2003 come Smile A.s.d., dalla passione della sua fondatrice Elisa Mazzucchi,ex-atleta federale e dott.ssa in scienze motorie, dal 2012 si è trasformata in una società i cui soci Sara Trucchi, Valentina Vulcan e Serena Gaiardo condividono il sogno di far crescere la ginnastica nella provincia.Ogni anno siamo attivi nell'organizzazione di eventi sportivi per favorire l'incontro tra gli atleti; abbiamo avuto anche ospiti d'onore d'eccellenza come la farfalla olimpica Elisa Santoni e la compagnia di ballerine ex-ginnaste Rhyth.mix. A fine stagione si tiene sempre il grande e colorato Saggio finale.La Smile propone un percorso formativo completo che va dall' attività motoria di base, improntata sul gioco e rivolta ai più piccoli, ai primi fondamenti tecnici della ritmica e dell'artistica, fino allo sport preagonistico e agonistico per i più appassionati. La ginnastica artistica, che unisce lavoro a corpo libero e ai grandi attrezzi è una disciplina sportiva completa che sviluppa la tonicità muscolare e l'agilità, in modo divertente e dinamico. E' salutare e adatta a tutti in quanto allena il corpo in ogni sua parte. La ritmica invece è una disciplina esclusivamente femminile che fonde all'armonioso movimento del corpo l'utilizzo dei piccoli attrezzi: fune, palla, cerchio, clavette e nastro. Sviluppa soprattutto l'elasticità, l'eleganza e la destrezza.Per informazioni rivolgersi alla segreteria in via Guardini 4 a Trento oppure chiamare il numero telefonico 0461/1821219.",,"Sport
Ginnastica",,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/smile-sport-academy-societa-sportiva-dilettantistica/5698354-2-ita-IT/Smile-Sport-Academy-Societa-Sportiva-dilettantistica.jpg,2008-01-01,,46.092556,46.092556,cp_1627205858
